Nome;Estado;NAlunos;NotaPT;NotaRed;NotaMat;NotaCH;NotaCN
Escola13897;SP;25;533.04;506.4;548.41;569.37;533.18
Escola13898;SP;58;494.45;436.21;441.3;522.79;458.51
Escola13899;SP;115;513.29;470.26;473.44;548.21;471.1
Escola13900;SP;29;522.62;553.1;516.17;556.74;490.11
Escola13901;SP;26;553.55;554.62;537.7;575.93;517.11
Escola13902;SP;63;556.72;574.92;543.43;594.84;520.91
Escola13903;SP;78;507.88;506.92;471.57;532.95;475.16
Escola13904;SP;14;528.54;622.86;557.93;603.52;541.82
Escola13905;SP;38;558.27;644.21;556.65;584.37;540.29
Escola13906;SP;49;567.35;646.94;576.7;594.24;575.6
Escola13907;SP;95;513.64;489.89;468.15;539.24;489.21
Escola13908;SP;93;513.28;480.43;478.62;536.16;467.6
Escola13909;SP;59;552.03;538.31;489.01;576.69;499.32
Escola13910;SP;73;516.55;508.77;455.9;535.8;468.37
Escola13911;SP;87;523.09;498.16;461.09;540.71;472.71
Escola13912;SP;73;532.92;493.7;469.02;557.43;481.98
Escola13913;SP;42;507.4;468.1;448.78;527.29;465.91
Escola13914;SP;56;510.37;481.43;458.36;544.66;470.33
Escola13915;SP;61;510.44;451.48;457.63;533.51;457.81
Escola13916;SP;36;525.14;540.56;515.19;558.59;506.79
Escola13917;SP;23;544.06;571.3;514.45;571.73;514.22
Escola13918;SP;14;550.51;551.43;572.29;593.05;535.46
Escola13919;SP;18;579.57;642.22;617.12;617.81;580.34
Escola13920;SP;23;578.89;651.3;576.89;602.71;525.97
Escola13921;SP;10;497.58;490;525.33;574.2;505.86
Escola13922;SP;15;555.38;605.33;531.39;572.71;520.25
Escola13923;SP;17;535.89;609.41;534.14;553.01;479.81
Escola13924;SP;17;488.49;505.88;481.19;537.21;486.41
Escola13925;SP;13;546.52;516.92;552.75;602.65;531.32
Escola13926;SP;14;555.79;585.71;550.29;592.22;547.05
Escola13927;SP;21;563.03;605.71;536.46;596.2;533.5
Escola13928;SP;79;504.38;463.54;470.8;537.82;485.03
Escola13929;SP;20;581.56;651;585.34;621.33;575.45
Escola13930;SP;80;514.99;470.5;484.33;546.91;472.26
Escola13931;SP;17;487.37;425.88;442.51;519.99;457.02
Escola13932;SP;44;505.65;444.09;466.27;539.09;481.39
Escola13933;SP;40;543.04;586;508.73;583.55;505.78
Escola13934;SP;13;537.25;593.85;543.26;565.88;532.98
Escola13935;SP;18;566.49;595.56;585.64;584.99;576.14
Escola13936;SP;17;494.4;510.59;489.94;546.69;461.76
Escola13937;SP;89;520.21;505.84;483.01;547.02;489.09
Escola13938;SP;123;513.09;484.55;471.98;545.09;487.03
Escola13939;SP;48;514.44;485;456.75;540.98;485.66
Escola13940;SP;93;529.22;554.41;499.95;560.91;502.64
Escola13941;SP;14;482.6;392.86;433.29;522.16;424.11
Escola13942;SP;51;480.85;436.47;443.33;517.28;455.99
Escola13943;SP;40;515.65;507;490.44;541.4;487.9
Escola13944;SP;87;513.99;517.47;460.21;551.76;475.17
Escola13945;SP;34;493.09;476.47;453.29;525.86;476.89
Escola13946;SP;29;509.5;508.97;455.34;548.89;480.43
Escola13947;SP;239;523.72;509.12;490.8;560.8;482.23
Escola13948;SP;113;512.82;507.96;461.08;538.64;476.59
Escola13949;SP;76;484.79;445.53;453.05;513.94;461.33
Escola13950;SP;42;531.71;600;523.07;574.74;529.13
Escola13951;SP;32;560.59;585;564.57;602.73;552.14
Escola13952;SP;16;555.84;620;600.44;610.76;578.13
Escola13953;SP;27;566.59;622.22;626.79;612.6;577.26
Escola13954;SP;36;576.75;630;594.84;618.45;570.35
Escola13955;SP;27;583.83;651.85;613.53;618.02;575.79
Escola13956;SP;111;595.89;707.93;689.74;650.45;625.35
Escola13957;SP;20;578.22;647;601.74;633.41;545.91
Escola13958;SP;30;540.33;568;507.99;570.38;511.51
Escola13959;SP;26;582.54;665.38;581.02;616.6;564.52
Escola13960;SP;25;601.09;671.2;647.23;636.13;618.82
Escola13961;SP;23;571.83;553.04;625.29;607.28;572.13
Escola13962;SP;18;496.24;482.22;457.76;537.94;484.85
Escola13963;SP;47;580.93;607.23;598.23;624.31;573.09
Escola13964;SP;99;541.16;575.88;526.91;576.64;518.76
Escola13965;SP;64;494.91;452.5;452.29;523.99;473.16
Escola13966;SP;57;491.51;459.3;455.88;537.06;465.5
Escola13967;SP;20;581.14;712;588.14;627.95;592.58
Escola13968;SP;18;554.92;630;536.84;589.29;528.54
Escola13969;SP;102;490.27;470;438.65;528.64;467.8
Escola13970;SP;16;559.04;605;597.39;600.13;587.64
Escola13971;SP;32;547.05;654.38;559.68;580.61;547.07
Escola13972;SP;41;500.92;463.9;444.92;545.9;488.29
Escola13973;SP;15;555.2;626.67;604.44;610.33;566.64
Escola13974;SP;48;493.27;508.33;436.39;529.96;460.18
Escola13975;SP;60;505.42;476.33;477.5;544.23;487.66
Escola13976;SP;99;503.91;481.21;467.33;544.93;481.25
Escola13977;SP;12;489.87;438.33;430.22;517.45;472.1
Escola13978;SP;24;571.59;598.33;568.54;609.14;568.05
Escola13979;SP;83;513.23;511.25;471.2;543.01;484.58
Escola13980;SP;22;548.57;604.55;503.9;571.66;485.45
Escola13981;SP;24;549.82;615;526.4;590.12;534.22
Escola13982;SP;28;500.6;402.14;443.53;522.93;439.67
Escola13983;SP;66;569.29;618.79;586.56;609.42;540.96
Escola13984;SP;41;516.22;466.83;457.2;520.56;470
Escola13985;SP;64;537.51;539.69;500.53;557.59;505
Escola13986;SP;24;553.87;550.83;521.25;574.58;512.46
Escola13987;SP;15;587.26;589.33;632.32;635.07;580.19
Escola13988;SP;20;591.21;656;683.33;633.55;574.96
Escola13989;SP;32;564.83;600.63;613.39;608.94;561.8
Escola13990;SP;20;574.7;625;617.98;605.7;575.61
Escola13991;SP;34;489.55;412.94;447.81;514.83;452.1
Escola13992;SP;43;503.5;491.63;478.17;552.57;494.62
Escola13993;SP;11;516.35;369.09;436.34;529.49;464.75
Escola13994;SP;51;513.22;474.51;470.06;535.72;473.1
Escola13995;SP;67;512.91;499.4;489.04;542.3;488.21
Escola13996;SP;21;508.15;427.62;464.09;515.87;471.1
Escola13997;SP;96;523.09;522.71;464.85;543.33;473.42
Escola13998;SP;35;500.5;480.57;451.67;529.98;467.19
Escola13999;SP;104;590.15;609.62;577.17;622.09;551.67
Escola14000;SP;29;485.47;468.97;410.08;530.12;463.34
Escola14001;SP;70;497.54;442.86;448.03;531.51;457.79
Escola14002;SP;15;528.54;601.33;507.45;565.17;470.37
Escola14003;SP;58;542.97;548.97;525.45;584.36;520.34
Escola14004;SP;15;560.43;572;533.67;591.31;528.24
Escola14005;SP;12;572.93;598.75;580.08;595.22;559.63
Escola14006;SP;25;564.32;589.6;574.74;583.05;530.77
Escola14007;SP;21;558.31;615.24;617.2;613.95;572.45
Escola14008;SP;66;554.67;596.36;533.47;581.64;535.16
Escola14009;SP;158;531.41;522.53;494.6;565.65;491.6
Escola14010;SP;104;520.46;542.5;473.58;551.9;485.14
Escola14011;SP;54;528.82;497.04;494.33;550.41;490.22
Escola14012;SP;82;509.07;465.61;454.75;531.56;477.06
Escola14013;SP;99;532.1;505.25;485.64;556.27;470.76
Escola14014;SP;24;512.8;450;448.75;544.64;493.08
Escola14015;SP;135;533.47;509.33;501.53;557.65;488.1
Escola14016;SP;370;516.28;493.62;466.84;543.4;478.5
Escola14017;SP;253;517.4;501.9;476.3;546.6;484.63
Escola14018;SP;83;515.83;505.54;471.44;539.93;473.59
Escola14019;SP;24;505.9;465;460.87;538.54;461.95
Escola14020;SP;72;524.16;520;492.9;540.41;479.49
Escola14021;SP;20;525.15;512;495.1;545.82;493.1
Escola14022;SP;27;558.95;553.33;561.34;601.97;517.21
Escola14023;SP;21;544.79;545.71;499.2;565.42;467.46
Escola14024;SP;30;545.84;595.33;556.55;570.33;532.42
Escola14025;SP;20;559.18;585;527.68;576.38;526.33
Escola14026;SP;20;555.52;598;562.91;577.84;509.36
Escola14027;SP;24;550.49;560.83;532.55;570.5;526.08
Escola14028;SP;22;549.6;596.36;525.58;560.45;532.31
Escola14029;SP;19;548.89;521.05;498.97;564.28;503.98
Escola14030;SP;40;579.3;652;646.66;630.14;591.34
Escola14031;SP;37;540.81;539.46;516.95;592.67;532.49
Escola14032;SP;18;548.81;544.44;496.54;574.24;537.21
Escola14033;SP;52;547.54;565;565.51;600.88;546.17
Escola14034;SP;23;563.65;640;518.32;607.72;513.4
Escola14035;SP;34;580.94;650.59;608.61;616.21;570.92
Escola14036;SP;41;566.43;597.56;594.9;614.66;548.54
Escola14037;SP;36;562.73;607.22;578.36;597.76;546.29
Escola14038;SP;271;591.33;670.11;651.75;631.72;605.03
Escola14039;SP;47;577.18;662.98;596.87;628.96;576.2
Escola14040;SP;465;583.63;690.67;617.02;622.73;602.26
Escola14041;SP;10;571.78;630;600.61;605.3;561.59
Escola14042;SP;67;552.95;602.39;560.86;598.97;553.47
Escola14043;SP;55;573.62;636;615.03;614.25;589.67
Escola14044;SP;122;614.14;695.9;668.96;656.91;629.32
Escola14045;SP;32;584.17;631.25;579.57;605.78;555.41
Escola14046;SP;42;630.47;776.55;777.03;694.46;704.83
Escola14047;SP;37;587.38;599.46;634.83;627.85;581.81
Escola14048;SP;17;588.19;654.12;584.65;620.4;574.69
Escola14049;SP;29;577.49;684.14;566.69;620.9;570.84
Escola14050;SP;16;581.59;621.25;605.29;584.89;580.73
Escola14051;SP;131;607.61;725.95;673.13;658.66;630.98
Escola14052;SP;56;543.55;570.71;544.92;570;518.66
Escola14053;SP;30;569.01;596;576.14;615.65;560.03
Escola14054;SP;26;473.77;471.54;447.35;521.99;466.08
Escola14055;SP;28;509.86;461.43;464.59;541.07;478.94
Escola14056;SP;31;519.12;576.77;454.3;550.76;493.6
Escola14057;SP;211;527.18;513.18;486.24;554.39;479.96
Escola14058;SP;11;531.11;518.18;524.57;568.4;507.77
Escola14059;SP;114;586.54;652.11;602.25;637.55;571.95
Escola14060;SP;26;470.85;407.69;427.78;510.29;461.44
Escola14061;SP;64;504.07;446.25;472.2;528.73;461.62
Escola14062;SP;70;505.1;464.57;461.86;527.44;464.26
Escola14063;SP;72;550.1;617.78;517.9;576.87;521.5
Escola14064;SP;96;579.24;660.42;623.63;616.85;584.75
Escola14065;SP;83;563.24;628.19;578.3;599.46;566.45
Escola14066;SP;74;597.54;651.62;696.11;643.8;606.86
Escola14067;SP;65;571.59;612.62;561.86;616.8;560.72
Escola14068;SP;16;584.19;680;618.63;617.54;575.18
Escola14069;SP;10;507.49;508;529.17;546.95;470.83
Escola14070;SP;24;516.43;502.5;469.44;531.01;474.31
Escola14071;SP;35;500.04;440.57;444.15;533.05;466.18
Escola14072;SP;10;507.91;490;459.3;527.23;469.84
Escola14073;SP;18;465.76;473.33;413.84;508.88;462.22
Escola14074;SP;42;502.08;490.95;457.37;537.59;472.53
Escola14075;SP;24;474.82;382.5;467.81;520.62;469.08
Escola14076;SP;26;492.37;384.62;431.42;522.29;469.89
Escola14077;SP;15;549.09;560;543.82;574.41;529.87
Escola14078;SP;45;509.63;491.56;484.81;537.8;482.63
Escola14079;SP;16;510.27;551.25;437.58;536.46;460.23
Escola14080;SP;19;490.76;449.47;446.35;517.96;449.51
Escola14081;SP;71;493.62;428.45;449.24;519.92;465.3
Escola14082;SP;16;532.86;597.5;520.24;596.16;546.74
Escola14083;SP;19;527.17;440;457.14;539.19;484.55
Escola14084;SP;35;487.09;389.71;418.84;520.1;455.87
Escola14085;SP;85;522.03;572.94;482.76;561.96;478.91
Escola14086;SP;51;513.04;476.47;483.22;530.25;471.08
Escola14087;SP;73;503.45;506.58;468.6;538.21;478.18
Escola14088;SP;70;511.49;526;453.85;546.29;470.72
Escola14089;SP;51;565.28;608.63;579.04;608.69;540.48
Escola14090;SP;45;556.45;602.22;521.2;587.63;525.74
Escola14091;SP;38;604.24;711.58;714.66;645.03;650.21
Escola14092;SP;24;559.41;592.08;549.74;603.58;550.06
Escola14093;SP;93;521.87;475.91;477.33;542.13;486.85
Escola14094;SP;62;516.34;473.87;482.74;546.89;498.18
Escola14095;SP;14;517.06;605.71;552.96;566.24;515.53
Escola14096;SP;53;497.84;456.98;448.08;536.75;464.75
Escola14097;SP;35;494.29;522.29;441.51;532.68;445.3
Escola14098;SP;30;544.81;598.67;559.27;586.11;534
Escola14099;SP;24;533.25;556.67;464.66;555.97;478.19
Escola14100;SP;75;516.17;476.53;457.54;547.8;470.19
Escola14101;SP;17;502.29;417.65;432;536.33;451.47
Escola14102;SP;13;529.42;486.15;498.52;538.38;502
Escola14103;SP;105;555.37;596.38;540.82;586.35;530.97
Escola14104;SP;43;535.87;557.67;506.57;572.79;518.54
Escola14105;SP;17;572.48;622.35;598.81;598.57;567.32
Escola14106;SP;32;569.39;581.88;591.61;616.17;569.46
Escola14107;SP;20;480.3;437;422.82;502.83;474.07
Escola14108;SP;77;508.47;502.6;464.03;538.77;463.88
Escola14109;SP;17;578.34;663.53;670.15;624.22;628.71
Escola14110;SP;13;581.53;678.46;645.59;609.89;595.22
Escola14111;SP;20;581.36;616;633;616.78;590.42
Escola14112;SP;60;543.64;526.67;533.04;581.64;525.34
Escola14113;SP;107;510.56;487.66;458.64;537.54;473.25
Escola14114;SP;10;481.59;422;432.75;520.58;476.47
Escola14115;SP;14;528.56;514.29;453.94;558.34;489.41
Escola14116;SP;27;611.69;702.22;679.14;667.83;610.79
Escola14117;SP;13;604.02;735.38;555.58;648.55;568.44
Escola14118;SP;29;566.07;648.97;585.86;625.24;571.24
Escola14119;SP;16;534.61;587.5;542.65;565.12;523.38
Escola14120;SP;18;561.53;556.67;579.19;589.97;556.42
Escola14121;SP;20;565;677;597.17;600.86;568.11
Escola14122;SP;13;519.6;513.85;506.51;572.1;472.63
Escola14123;SP;54;490.87;417.04;428.87;531.32;472.23
Escola14124;SP;72;565.3;604.17;570.19;609.95;546
Escola14125;SP;19;564.19;611.58;562.02;615.71;559.09
Escola14126;SP;19;569.27;641.05;554.92;588.71;561.06
Escola14127;SP;19;518.16;472.63;534.87;541.17;494.64
Escola14128;SP;27;518.71;463.7;461.17;539.42;487.67
Escola14129;SP;27;513.24;481.48;477.12;541.02;485.27
Escola14130;SP;43;574.28;576.05;598.94;599.72;553.85
Escola14131;SP;24;586.32;675.83;589.5;609.6;590.13
Escola14132;SP;10;543.43;566;533.61;572.14;537.59
Escola14133;SP;34;483.13;415.29;451.25;502.01;462.18
Escola14134;SP;33;539.26;514.55;479.99;555.5;479.15
Escola14135;SP;16;554.08;573.75;570.21;579.24;535.02
Escola14136;SP;11;552.81;601.82;554.41;581.2;534.83
Escola14137;SP;15;534.41;550.67;560.47;595.65;549.35
Escola14138;SP;15;493.41;512;432.08;532.16;497.42
Escola14139;SP;55;565.16;610.18;523.92;608.27;504.36
Escola14140;SP;65;484.7;455.08;455.32;512.99;460.92
Escola14141;SP;75;513.5;483.47;462.23;541.46;472.31
Escola14142;SP;104;495.74;456.73;451.91;531.09;463.15
Escola14143;SP;73;501.8;489.32;474.6;528.11;477.01
Escola14144;SP;28;499.15;482.86;456.68;529.34;471.43
Escola14145;SP;19;493.38;441.05;415.58;507.22;447.97
Escola14146;SP;11;486.81;538.18;453.52;511.3;490.93
Escola14147;SP;11;484.35;454.55;412.23;501.47;444.3
Escola14148;SP;22;567.85;613.64;626.67;624.35;574.24
Escola14149;SP;84;588.37;591.31;611.22;626.03;584.21
Escola14150;SP;28;602.7;778.57;680.82;640.14;607.96
Escola14151;SP;28;540.99;587.86;494.63;584.29;517.04
Escola14152;SP;74;483.61;425.14;447.4;522.29;458.87
Escola14153;SP;24;529.93;555.83;478.13;546.7;491.97
Escola14154;SP;12;516.28;498.33;501.73;539.73;517.39
Escola14155;SP;71;515.98;505.07;466.8;541.48;477.25
Escola14156;SP;44;504.31;509.55;464.9;540.97;467.62
Escola14157;SP;104;503.15;452.88;459.6;524.71;470.4
Escola14158;SP;22;517.8;537.27;459.9;536.05;478.59
Escola14159;SP;41;519.1;500.98;465.98;536.62;474.38
Escola14160;SP;49;512.57;432.65;463.71;532.98;447.76
Escola14161;SP;33;494.91;495.15;439.18;527.3;464.27
Escola14162;SP;281;527.26;534.16;491.85;554.55;483.81
Escola14163;SP;304;592.86;643.88;604.1;627.08;575.78
Escola14164;SP;151;531.17;526.49;489;565.51;495.28
Escola14165;SP;50;520.02;530.8;479.6;542.48;476.13
Escola14166;SP;84;517.58;514.29;456.98;547.78;476.09
Escola14167;SP;69;507.06;473.04;488.86;532.25;474.45
Escola14168;SP;112;515.89;476.39;473.19;535.88;469.71
Escola14169;SP;21;507.14;507.62;404.33;537.68;451.36
Escola14170;SP;299;522.19;517.32;486.03;549.66;489.68
Escola14171;SP;61;515.15;503.93;471.09;554.33;472.33
Escola14172;SP;47;520.07;485.53;470.94;541.76;477.79
Escola14173;SP;58;531.14;508.97;471.04;549.66;478.77
Escola14174;SP;59;529.33;474.24;492.4;551.15;475.22
Escola14175;SP;96;519.44;489.79;476.08;539.18;466.08
Escola14176;SP;83;515.22;505.3;466.08;547.84;470.95
Escola14177;SP;85;524.73;500.24;457.58;550.92;472.99
Escola14178;SP;53;529.19;540.75;480.01;561.26;498.25
Escola14179;SP;25;491.23;452.8;448.77;535.4;465.64
Escola14180;SP;102;519.96;489.22;475.24;547.23;487.76
Escola14181;SP;58;584.31;641.03;592.17;611.71;571.55
Escola14182;SP;37;543.58;556.22;534.97;585.82;530.08
Escola14183;SP;70;552.96;561.16;541.28;570.35;527.84
Escola14184;SP;35;559.45;617.14;549.55;604.87;528.07
Escola14185;SP;33;545.3;587.27;513.8;574.78;517.34
Escola14186;SP;24;573.8;614.17;551.8;594.55;544.63
Escola14187;SP;50;564.9;608;555.48;580.59;535.13
Escola14188;SP;49;559.64;618.78;563.42;585.82;544.04
Escola14189;SP;42;543.87;559.52;535.33;567.33;512.4
Escola14190;SP;124;525.13;516.29;484.82;543.46;486.37
Escola14191;SP;30;539.61;534.67;518.23;573.44;499.38
Escola14192;SP;50;583.75;666;653.14;623.83;581.26
Escola14193;SP;14;552.84;610;511.01;569.36;532.83
Escola14194;SP;230;581.12;620.09;559.26;611.35;555.65
Escola14195;SP;15;534.63;508;490.27;576.77;510.86
Escola14196;SP;258;535.18;532.31;530.86;566.12;514.41
Escola14197;SP;267;591.25;629.29;672.17;641.56;601.94
Escola14198;SP;40;544.33;546;496.77;567.23;509.73
Escola14199;SP;75;544.19;540.53;537.21;562.16;514.8
Escola14200;SP;20;594.85;723;610.43;621.71;566.52
Escola14201;SP;15;527.81;520;487.95;535.24;494.65
Escola14202;SP;53;520.92;493.21;491.66;561.98;493.57
Escola14203;SP;82;633.87;729.27;720.22;658.45;649.62
Escola14204;SP;13;504.9;514.31;468.62;535.55;479
Escola14205;SP;44;545.55;552.27;512.38;578.93;503.08
Escola14206;SP;15;567.57;586.67;509.2;590.58;503.21
Escola14207;SP;108;569.79;601.67;604.1;603.16;543.98
Escola14208;SP;40;583.52;619;569.21;623.53;556.21
Escola14209;SP;38;491.57;424.74;455.69;528.89;482.95
Escola14210;SP;40;499.99;505.5;487.19;540.63;471.18
Escola14211;SP;45;510.48;502.22;453.44;533.34;466.55
Escola14212;SP;23;509.61;486.96;457.69;535.66;472.27
Escola14213;SP;72;516.53;499.1;466.71;541.14;478.52
Escola14214;SP;145;539.14;548.14;497.4;567.82;491.31
Escola14215;SP;99;508.27;465.66;467.16;533.6;464.05
Escola14216;SP;226;515.7;485.93;467.11;536.15;466.4
Escola14217;SP;47;518.55;478.3;466;538.36;470.83
Escola14218;SP;10;492.29;510;457.72;565.32;495.61
Escola14219;SP;89;529.28;519.33;471.79;558.31;473.11
Escola14220;SP;116;594.09;640;576.43;618.44;545.88
Escola14221;SP;135;526.83;484.59;462.79;543.56;472.63
Escola14222;SP;46;552.62;571.3;533.09;581.02;524.85
Escola14223;SP;15;524.39;521.33;480.78;553.02;491.05
Escola14224;SP;48;576.7;625.42;595.24;611.07;571.65
Escola14225;SP;25;579.85;582.4;537.86;609.76;543.92
Escola14226;SP;12;562.95;580;576.49;569.86;540.68
Escola14227;SP;103;549.1;562.52;523.52;566.25;513.6
Escola14228;SP;33;584.27;609.7;595.11;608.45;553.51
Escola14229;SP;18;544.81;548.89;542.13;560.62;532.48
Escola14230;SP;24;514.94;542.5;459.17;550.55;499.57
Escola14231;SP;16;546.21;587.5;538.17;565.95;519.48
Escola14232;SP;17;541.09;565.88;537.65;572.9;511.27
Escola14233;SP;34;536.55;544.12;505.79;568.67;506.43
Escola14234;SP;39;569.27;618.97;566.83;589.13;541.58
Escola14235;SP;10;560.26;614;532.45;607.22;534.65
Escola14236;SP;57;576.21;592.28;602.54;605.79;558.14
Escola14237;SP;16;562.74;617.5;627.39;607.24;589.58
Escola14238;SP;11;534.38;603.64;498.47;570.39;517.21
Escola14239;SP;17;539.02;543.53;489.82;553.65;518.82
Escola14240;SP;128;583.54;639.38;627.55;618.56;574
Escola14241;SP;33;606.87;684.85;664.46;640.38;600.46
Escola14242;SP;104;543.7;544.62;540.61;579.86;534.99
Escola14243;SP;97;591.5;683.92;649.33;640.92;595.76
Escola14244;SP;21;522.6;499.05;492.95;529.9;484.34
Escola14245;SP;61;608.93;701.23;689.01;661.53;607.87
Escola14246;SP;15;564.23;520;535.91;576.29;490.7
Escola14247;SP;36;598.58;602.22;610.87;631.83;588.09
Escola14248;SP;11;568.3;587.27;586.15;603.95;547.06
Escola14249;SP;13;518.33;532.31;513.15;553.18;482.11
Escola14250;SP;10;518.45;494;506.02;559.52;506.59
Escola14251;SP;20;603.36;721;672.18;651.33;585.04
Escola14252;SP;23;631.64;713.04;768.2;679.71;674.26
Escola14253;SP;30;574.25;658.67;585.9;603.72;553.23
Escola14254;SP;72;503.82;490.28;469.87;537.46;480.11
Escola14255;SP;11;565.74;614.55;616.15;597.16;572.45
Escola14256;SP;122;524.67;529.34;483.21;549.7;482.4
Escola14257;SP;50;530.07;490.8;465.11;559.96;475.78
Escola14258;SP;145;531.63;518.76;488.41;549.43;486.56
Escola14259;SP;66;528.78;536.36;486.79;546.81;479.96
Escola14260;SP;112;525.39;525.71;484.26;558.31;473.15
Escola14261;SP;51;534.99;481.96;484.43;549.99;474.41
Escola14262;SP;49;527.46;507.35;490.75;550.02;492.97
Escola14263;SP;55;520.07;513.82;469.55;536.59;490.84
Escola14264;SP;89;522.68;499.55;469.38;545.36;468.68
Escola14265;SP;28;537.92;533.21;453.14;540.7;498.2
Escola14266;SP;97;519.73;499.18;467.24;542.81;474.18
Escola14267;SP;47;514.09;487.66;469;539.83;461.6
Escola14268;SP;113;531.86;514.56;482.39;548.46;475.4
Escola14269;SP;138;528.85;525.22;499.41;548.93;484.49
Escola14270;SP;55;525.24;493.82;463.03;549.27;469.82
Escola14271;SP;126;521.44;508.25;457;548.96;486.64
Escola14272;SP;54;538.16;526.67;496.11;556.5;483.83
Escola14273;SP;139;524.94;502.45;484.13;546.4;479.98
Escola14274;SP;76;518.91;543.16;464.97;552.94;465.85
Escola14275;SP;48;514.16;470.42;463.48;536.12;472.33
Escola14276;SP;84;522.44;499.76;492.46;543.78;479.57
Escola14277;SP;337;583.32;656.51;603.05;618.04;561.12
Escola14278;SP;51;524.67;451.76;471.04;542.48;474
Escola14279;SP;130;515.81;513.54;477.06;543.12;471.83
Escola14280;SP;85;503.36;461.59;463.27;530.18;463.84
Escola14281;SP;122;517.57;454.1;464.84;533.31;467.12
Escola14282;SP;103;526.29;518.64;491.07;555.79;480.43
Escola14283;SP;72;535.01;519.44;491.43;555.53;492.14
Escola14284;SP;63;534.96;521.9;506.81;555.68;496.18
Escola14285;SP;34;497.68;461.18;447.21;531.3;457.24
Escola14286;SP;126;520.93;488.1;484.44;548.2;479.08
Escola14287;SP;116;588.48;663.45;640.85;619.15;575.7
Escola14288;SP;136;534.61;543.09;499.88;563.38;498.29
Escola14289;SP;45;573.38;632.89;575.92;611.05;555.66
Escola14290;SP;51;554.15;586.27;538.42;581.5;536.14
Escola14291;SP;33;572.45;650.3;560;596.28;553.84
Escola14292;SP;128;564.95;576.41;567.21;590.68;552.78
Escola14293;SP;16;578.63;636.25;587.81;608.94;575.96
Escola14294;SP;22;578.45;683.64;625.51;631.07;565.43
Escola14295;SP;29;528.02;538.62;485.5;553.53;486.83
Escola14296;SP;28;548.42;606.43;525.29;570.85;539.18
Escola14297;SP;80;548.65;607.75;552.72;586.92;508.06
Escola14298;SP;56;587.31;659.64;609.75;611.48;552.38
Escola14299;SP;17;575.69;611.76;591.65;618.19;531.86
Escola14300;SP;17;551.2;576.47;457.83;579.71;514.68
Escola14301;SP;16;544.68;533.75;508.75;578.63;515.43
Escola14302;SP;138;575.1;612.32;582.94;615.46;564.19
Escola14303;SP;79;589.14;643.04;656.39;624.58;605.78
Escola14304;SP;203;630.02;793.3;712.06;673.8;629.08
Escola14305;SP;15;539.22;522.67;513.43;556.62;522.89
Escola14306;SP;67;587.13;692.24;672.78;630.79;609.72
Escola14307;SP;47;554.55;590.21;535.14;589.56;535.81
Escola14308;SP;30;532.76;602.67;554.91;577.46;522.51
Escola14309;SP;26;573.49;626.15;601.78;610.29;554.8
Escola14310;SP;35;602.06;710.86;658.41;646;597.47
Escola14311;SP;15;513.53;536;483.31;531.63;499
Escola14312;SP;24;509.7;526.67;483.6;553.84;518.55
Escola14313;SP;46;508.75;472.17;449.7;539.15;454.72
Escola14314;SP;36;505.78;407.22;454.69;507.56;456.67
Escola14315;SP;45;514.3;467.11;459.15;536.14;468.33
Escola14316;SP;79;503.3;468.86;457.23;537.45;465.34
Escola14317;SP;56;522.2;519.64;476.42;553.68;487.29
Escola14318;SP;107;537.85;520.19;502.76;563.15;496.52
Escola14319;SP;115;516.74;498.96;470.24;537.66;473.21
Escola14320;SP;115;524.72;514.43;473.99;544.24;474.41
Escola14321;SP;197;580.66;599.87;605.09;616.99;560.39
Escola14322;SP;258;572.01;614.34;555.13;594.62;538.96
Escola14323;SP;68;528.49;532.65;495.96;557.31;483.64
Escola14324;SP;100;552.03;597.2;528.6;575.55;520.98
Escola14325;SP;55;566.2;569.82;542.36;600.75;525.02
Escola14326;SP;39;589.66;668.33;631.14;629.65;602.95
Escola14327;SP;21;541.38;552.38;561.35;580.2;542.81
Escola14328;SP;27;587.89;641.48;606.49;616.74;580.89
Escola14329;SP;51;579.52;653.73;593.63;622.24;569.57
Escola14330;SP;29;525.19;487.59;493.79;540.02;494.83
Escola14331;SP;130;579.82;654.46;626.3;621.6;577.34
Escola14332;SP;15;582.9;620;645.31;624.47;561.95
Escola14333;SP;32;529.13;561.56;519.03;576.68;507.99
Escola14334;SP;23;634.12;772.17;797.85;680.37;655.47
Escola14335;SP;71;571.65;589.01;601.62;610.18;559.36
Escola14336;SP;21;591.94;648.57;640.45;627.65;573.48
Escola14337;SP;194;516.32;491.13;471.31;543.4;474.61
Escola14338;SP;65;508.09;494.22;462.6;523.85;468.27
Escola14339;SP;221;528.04;555.66;493.94;552.19;491.03
Escola14340;SP;88;518.78;500.45;467.83;544.97;488.47
Escola14341;SP;152;579.45;615.92;574.02;612.06;546.23
Escola14342;SP;31;512.51;500;454.09;522.46;472.19
Escola14343;SP;15;531.31;562.67;484.65;549.92;500.13
Escola14344;SP;32;480.66;461.25;431.33;501.76;446.06
Escola14345;SP;45;510.79;473.78;474;534.13;472.43
Escola14346;SP;103;513.74;497.28;449.73;537.26;463.47
Escola14347;SP;35;547.98;596.57;571.08;597.31;555.46
Escola14348;SP;30;558.91;622.67;572.3;592.64;547.82
Escola14349;SP;48;546.79;566.25;527.01;568.34;525.29
Escola14350;SP;24;574.48;634.17;628.18;609.98;581.45
Escola14351;SP;51;582.32;650.2;616.27;615.68;579.1
